External_Id__c,Status,Parent_Type__c,Type,Description,City__c,Department__c,Division__c,CreatedDate,ClosedDate,Subject,Actual_Parent_Type__c,Actual_Type__c
640192,In Progress,,,REQUEST REMOVAL OF JUNK AND DEBRIS IN FRONT OF VACANT LOT ACROSS FROM 1824 SPANISH TOWN RD,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T11:17:00Z,,REQUEST REMOVAL OF JUNK AND DEBRIS IN FRONT OF VACANT LOT ACROSS FROM 1824 SPANISH TOWN RD,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
640293,In Progress,,,NEW RECYCLE CART GAVE SERVICE #,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-31T14:02:00Z,,NEW RECYCLE CART GAVE SERVICE #,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
640224,In Progress,,,DITCH IN FRONT OF THIS ADDRESS NEEDS TO BE CUT AND CLEANED OUT. IT IS NOT DRAINING PROPERLY.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T12:13:00Z,,DITCH IN FRONT OF THIS ADDRESS NEEDS TO BE CUT AND CLEANED OUT. IT IS NOT DRAINING PROPERLY.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
640229,In Progress,,,NEW RECYCLE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-31T12:22:00Z,,NEW RECYCLE CART,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
640381,In Progress,,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T16:22:00Z,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
640105,In Progress,,,(96 GAL) LID BROKE OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T09:28:00Z,,(96 GAL) LID BROKE OFF,GARBAGE,DAMAGED GARBAGE CART
640281,In Progress,,,CALLER STATED THAT HIS 96 GALLON GARBAGE IS DAMAGED (LID IS MISSING).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T13:48:00Z,,CALLER STATED THAT HIS 96 GALLON GARBAGE IS DAMAGED (LID IS MISSING).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
640197,In Progress,,,REQUEST REMOVAL OF JUNK AND DEBRIS TO THE RIGHT OF 1822 SPANISH TOWN RD,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T11:23:00Z,,REQUEST REMOVAL OF JUNK AND DEBRIS TO THE RIGHT OF 1822 SPANISH TOWN RD,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
640323,In Progress,,,PROPERTY AT 4831 ANTIOCH BLVD IS OPEN AND IN BAD CONDITION AND NEEDS TO BE CONDEMNED OR TORN DOWN,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T14:46:00Z,,PROPERTY AT 4831 ANTIOCH BLVD IS OPEN AND IN BAD CONDITION AND NEEDS TO BE CONDEMNED OR TORN DOWN,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
640049,In Progress,,,REPLACE CRACKED CART,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T08:00:00Z,,REPLACE CRACKED CART,GARBAGE,DAMAGED GARBAGE CART
640227,In Progress,,,THE STREET IF CAVING IN GAVE SERVICE #,PRIDE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T12:18:00Z,,THE STREET IF CAVING IN GAVE SERVICE #,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE EROSION ISSUE
640318,In Progress,,,CALLER STATES THAT TREE IS HANGING LOW OVER INTO THE STREET. IT NEEDS TO BE TRIMMED.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T14:41:00Z,,CALLER STATES THAT TREE IS HANGING LOW OVER INTO THE STREET. IT NEEDS TO BE TRIMMED.,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
640360,In Progress,,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS BROKEN,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T15:42:00Z,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS BROKEN,GARBAGE,DAMAGED GARBAGE CART
640244,In Progress,,,(96 GAL) LID BROKE OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T12:55:00Z,,(96 GAL) LID BROKE OFF,GARBAGE,DAMAGED GARBAGE CART
640169,In Progress,,,RECYCLE CART NEEDED,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-31T10:50:00Z,,RECYCLE CART NEEDED,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
640336,In Progress,,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS MISSING,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T15:09:00Z,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS MISSING,GARBAGE,DAMAGED GARBAGE CART
640127,In Progress,,,CALLER DOESNT WANT THE 4 WAY STOP SIGN IN FRONT OF THE HOME. IT IS IN THE FRONT OF HIS DRIVEWAY AND HE WILL BACK OUT INTO IT.,BATON ROUGE,TRANSPORTATION AND DEVELOPMENT,TRAFFIC ENGINEERING,2020-07-31T09:59:00Z,,CALLER DOESNT WANT THE 4 WAY STOP SIGN IN FRONT OF THE HOME. IT IS IN THE FRONT OF HIS DRIVEWAY AND HE WILL BACK OUT INTO IT.,STREET/TRAFFIC ISSUES,REQUEST SAFETY STUDY
640048,In Progress,,,BARRICADES ARE NEEDED AT (8921 AUDREY DRIVE) FOR A RAISED SIDEWALK IN TWO PLACES.  REFERENCE ID NUMBER (640046).  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,STREET MAINTENANCE,2020-07-31T07:59:00Z,,BARRICADES ARE NEEDED AT (8921 AUDREY DRIVE) FOR A RAISED SIDEWALK IN TWO PLACES.  REFERENCE ID NUMBER (640046).  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,ROAD MAINTENANCE ISSUES,SIDEWALK ISSUE
640268,In Progress,,,GRASS IS OVERGROWN AT 6766 KLEINPETER,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T13:30:00Z,,GRASS IS OVERGROWN AT 6766 KLEINPETER,BLIGHTED PROPERTIES,TALL GRASS
640295,In Progress,,,TRASH DUMPED ON THE R.O.W. ON N 26TH (BETWEEN MONROE AND ADAMS) NEEDS TO BE REMOVED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T14:06:00Z,,TRASH DUMPED ON THE R.O.W. ON N 26TH (BETWEEN MONROE AND ADAMS) NEEDS TO BE REMOVED,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
640119,In Progress,,,LOW HANGING TREE LIMB AT 3704 LAKE LA BERGE CT NEEDS TO BE REMOVED; COULD HIT A CAR,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T09:49:00Z,,LOW HANGING TREE LIMB AT 3704 LAKE LA BERGE CT NEEDS TO BE REMOVED; COULD HIT A CAR,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
640222,In Progress,,,CANAL BEHIND THE HOME NEEDS TO BE CUT. IT IS HOLDING WATER AND NOT DRAINING PROPERLY DUE TO VEGETATION.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T12:11:00Z,,CANAL BEHIND THE HOME NEEDS TO BE CUT. IT IS HOLDING WATER AND NOT DRAINING PROPERLY DUE TO VEGETATION.,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY
640250,In Progress,,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS BROKEN,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T13:04:00Z,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS BROKEN,GARBAGE,DAMAGED GARBAGE CART
640299,In Progress,,,(96 GAL) LID BROKE OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T14:10:00Z,,(96 GAL) LID BROKE OFF,GARBAGE,DAMAGED GARBAGE CART
640219,In Progress,,,"R O W IS OVERGROWN AND NEEDS TO BE CUT. IT IS ON THE NORTH SIDE OF THE HOUSE ON WARFIELD DR.  PREVIOUS SR#634986 WAS CLOSED, BUT CALLER SAYS THAT IT HAS NOT BEEN CUT.",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T12:08:00Z,,"R O W IS OVERGROWN AND NEEDS TO BE CUT. IT IS ON THE NORTH SIDE OF THE HOUSE ON WARFIELD DR.  PREVIOUS SR#634986 WAS CLOSED, BUT CALLER SAYS THAT IT HAS NOT BEEN CUT.",MOWING AND TREE ISSUES,REQUEST FOR MOWING
640231,In Progress,,,NEW RECYCLE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-31T12:25:00Z,,NEW RECYCLE CART,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
640079,In Progress,,,S/O- CALLER STATED TWO HOUSES DOWN IN THE CURB THERES AN OPEN PIPE THAT HAS STRONG SEWER ODOR COMING FROM,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-31T08:45:00Z,,S/O- CALLER STATED TWO HOUSES DOWN IN THE CURB THERES AN OPEN PIPE THAT HAS STRONG SEWER ODOR COMING FROM,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
640279,In Progress,,,GARBAGE CART DOES NOT HAVE A LID.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T13:47:00Z,,GARBAGE CART DOES NOT HAVE A LID.,GARBAGE,DAMAGED GARBAGE CART
640320,In Progress,,,(96 GAL) LID BROKE OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T14:44:00Z,,(96 GAL) LID BROKE OFF,GARBAGE,DAMAGED GARBAGE CART
649149,In Progress,,,96 GAL CART HANDLE  AND LID IS BROKEN  ADVISED CALLER ON CART DELAYS,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T17:01:00Z,,96 GAL CART HANDLE  AND LID IS BROKEN  ADVISED CALLER ON CART DELAYS,GARBAGE,DAMAGED GARBAGE CART
603391,In Progress,,,CONCRETE SLAB WAS PLACED IN FRONT OF PROPERTY WITH NO PERMIT. RESIDENTS ARE PARKING SEVERAL CARS THERE AND IT BLOCKS THE VIEW OF NEIGHBORS ENTERING AND EXITING DRIVEWAY. STATES THIS IS SITTING ON TOP OF A SUBSTITUTE LINE.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-04-06T08:47:00Z,,CONCRETE SLAB WAS PLACED IN FRONT OF PROPERTY WITH NO PERMIT. RESIDENTS ARE PARKING SEVERAL CARS THERE AND IT BLOCKS THE VIEW OF NEIGHBORS ENTERING AND EXITING DRIVEWAY. STATES THIS IS SITTING ON TOP OF A SUBSTITUTE LINE.,BUILDING CODE/ZONING VIOLATIONS,ZONING CODE VIOLATION
612224,In Progress,,,"CALLER STATES THAT THEY ARE PUTTING UP A FENCE WITHOUT A PERMIT AND BUILDING A FIREPLACE..., GAVE ID#",BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-05-07T11:25:00Z,,"CALLER STATES THAT THEY ARE PUTTING UP A FENCE WITHOUT A PERMIT AND BUILDING A FIREPLACE..., GAVE ID#",BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
616799,In Progress,,,GRATE HAS FALLEN INTO THERE IS A HOLE THERE IS A RED CONE THE FRONT OF THE ADDRESS ABOVE   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-05-22T12:24:00Z,,GRATE HAS FALLEN INTO THERE IS A HOLE THERE IS A RED CONE THE FRONT OF THE ADDRESS ABOVE   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620793,In Progress,,,BUSINESS BEING OPERATED IN A RESIDENTIAL AREA (MECHANIC AND BODY WORK),BAKER,DEVELOPMENT,PERMITS & INSPECTIONS,2020-06-05T12:01:00Z,,BUSINESS BEING OPERATED IN A RESIDENTIAL AREA (MECHANIC AND BODY WORK),BUILDING CODE/ZONING VIOLATIONS,ZONING CODE VIOLATION
627984,In Progress,,,V/L IS OVERGROWN AND NEEDS TO BE CUT.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-29T13:42:00Z,,V/L IS OVERGROWN AND NEEDS TO BE CUT.,BLIGHTED PROPERTIES,TALL GRASS
631877,In Progress,,,"REQUESTING THE MOWING OF GRASS AT THIS ADDRESS.,",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-09T02:04:00Z,,"REQUESTING THE MOWING OF GRASS AT THIS ADDRESS.,",BLIGHTED PROPERTIES,TALL GRASS
633984,In Progress,,,DETERIORATED ROOF EAVE AND EXTERIOR SIDING FALLING TO THE GROUND ALLOWING FOR A HAZARDOUS CONDITION IN A UNOCCUPIED RESIDENCE.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-07-14T15:29:00Z,,DETERIORATED ROOF EAVE AND EXTERIOR SIDING FALLING TO THE GROUND ALLOWING FOR A HAZARDOUS CONDITION IN A UNOCCUPIED RESIDENCE.,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
639872,In Progress,,,RUNNING A AUTO REPAIR BUSINESS AND STORING NUMEROUS VEHICLES IN A A3.1 ZONING DISTRICT,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-07-30T11:46:00Z,,RUNNING A AUTO REPAIR BUSINESS AND STORING NUMEROUS VEHICLES IN A A3.1 ZONING DISTRICT,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
644805,In Progress,,,ORANGE FENCING FACING THE HOME ON THE LEFT MARKED IN WHITE PAINT ON THE OPPOSITE SIDE OF THE SIDEWALK.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-08-15T11:02:00Z,,ORANGE FENCING FACING THE HOME ON THE LEFT MARKED IN WHITE PAINT ON THE OPPOSITE SIDE OF THE SIDEWALK.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
648431,In Progress,,,"CALLER IS REQUESTING THAT THE DITCH IN FRONT OF HER HOME BE CUT, CLEANED AND DUG OUT.",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-08-28T11:06:00Z,,"CALLER IS REQUESTING THAT THE DITCH IN FRONT OF HER HOME BE CUT, CLEANED AND DUG OUT.","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
648295,In Progress,,,BARRICADE NEEDED FOR SINKHOLE IN THE BACKYARD OVER THE DRAINAGE LINE AND IT IS CAUSING SOME EROSION.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-08-27T14:00:00Z,,BARRICADE NEEDED FOR SINKHOLE IN THE BACKYARD OVER THE DRAINAGE LINE AND IT IS CAUSING SOME EROSION.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
648650,In Progress,,,1 OAK SQUARE / BARRICADE IN FRONT OF PROPERTY OVER SIDEWALK MARKED IN WHITE PAINT   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,STREET MAINTENANCE,2020-08-29T11:18:00Z,,1 OAK SQUARE / BARRICADE IN FRONT OF PROPERTY OVER SIDEWALK MARKED IN WHITE PAINT   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,ROAD MAINTENANCE ISSUES,SIDEWALK ISSUE
648730,In Progress,,,SINK HOLE NEAR THE SEWER MANHOLE (METAL COVER LABELED “SEWER’) NEAR THE ROAD BETWEEN 1224 CHARIOT AND 1234 CHARIOT,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-08-30T16:34:00Z,,SINK HOLE NEAR THE SEWER MANHOLE (METAL COVER LABELED “SEWER’) NEAR THE ROAD BETWEEN 1224 CHARIOT AND 1234 CHARIOT,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
648911,In Progress,,,STREET LIGHT BEHIND PROPERTY ON SERVICE DRIVE IS OUT,BATON ROUGE,TRANSPORTATION AND DEVELOPMENT,TRAFFIC ENGINEERING,2020-08-31T11:47:00Z,,STREET LIGHT BEHIND PROPERTY ON SERVICE DRIVE IS OUT,STREET/TRAFFIC ISSUES,REQUEST A STREET LIGHT
648741,In Progress,,,REQUESTING THE MOWING OF GRASS AT THIS ADDRESS.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-31T00:00:00Z,,REQUESTING THE MOWING OF GRASS AT THIS ADDRESS.,BLIGHTED PROPERTIES,TALL GRASS
648829,In Progress,,,GRASS IS OVERGROWN AT 213 EVERGREEN,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-31T09:42:00Z,,GRASS IS OVERGROWN AT 213 EVERGREEN,BLIGHTED PROPERTIES,TALL GRASS
648746,In Progress,,,"REQUESTING THE REMOVAL OF JUNK, TRASH AND DEBRIS AND DEBRIS AT THIS V/L ACROSS FROM 6161 BARKSDALE ST.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-31T00:51:00Z,,"REQUESTING THE REMOVAL OF JUNK, TRASH AND DEBRIS AND DEBRIS AT THIS V/L ACROSS FROM 6161 BARKSDALE ST.",BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
649082,In Progress,,,RECYCLING CART WENT MISSING MONTHS AGO AND NEVER SURFACED. PLEASE ISSUE REPLACEMENT.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-31T15:46:00Z,,RECYCLING CART WENT MISSING MONTHS AGO AND NEVER SURFACED. PLEASE ISSUE REPLACEMENT.,RECYCLING,STOLEN RECYCLING CART
648916,In Progress,,,CALLER IS REQUESTING THAT THE VACANT HOUSE (893 PINTAIL STREET) TO BE TORN DOWN.  GAVE CALLER ID NUMBER.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-31T11:59:00Z,,CALLER IS REQUESTING THAT THE VACANT HOUSE (893 PINTAIL STREET) TO BE TORN DOWN.  GAVE CALLER ID NUMBER.,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
648931,In Progress,,,BEGINNING OF POSSIBLE SINK HOLE AT 2170 TULIP STREET; BACKFLOW OF WATER OUT OF ASPHALT DURING STORMS OCCURRING,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-08-31T12:29:00Z,,BEGINNING OF POSSIBLE SINK HOLE AT 2170 TULIP STREET; BACKFLOW OF WATER OUT OF ASPHALT DURING STORMS OCCURRING,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
648866,In Progress,,,CALLER IS REQUESTING THAT THE DITCH IN THE FRONT OF HER HOUSE TO BE CUT.  GAVE CALLER ID NUMBER.,ZACHARY,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-08-31T10:36:00Z,,CALLER IS REQUESTING THAT THE DITCH IN THE FRONT OF HER HOUSE TO BE CUT.  GAVE CALLER ID NUMBER.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
649063,In Progress,,,NEW RESIDENT NEEDS RECYCLING CART.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-31T15:25:00Z,,NEW RESIDENT NEEDS RECYCLING CART.,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
648862,In Progress,,,TREE NEED TO BE CUT OVER THE ELECTRIC LINES  GAVE SERVICE #,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-08-31T10:33:00Z,,TREE NEED TO BE CUT OVER THE ELECTRIC LINES  GAVE SERVICE #,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
648905,In Progress,,,REQUEST THE DITCH IN FRONT OF HOME IS CLOGGED UP  NEED TO BE DUG OUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-31T11:36:00Z,,REQUEST THE DITCH IN FRONT OF HOME IS CLOGGED UP  NEED TO BE DUG OUT,BLIGHTED PROPERTIES,TALL GRASS
648873,In Progress,,,GARBAGE CART NEED TO BE REPLACED HINGES BROKEN GAVE SERVICE #,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T10:46:00Z,,GARBAGE CART NEED TO BE REPLACED HINGES BROKEN GAVE SERVICE #,GARBAGE,DAMAGED GARBAGE CART
648874,In Progress,,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T10:46:00Z,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
648742,In Progress,,,REQUESTING THE REMOVAL OF ILLEGAL DUMPING OF SOLID DEBRIS LEFT OF 2576 SHADA AVE.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-08-31T00:07:00Z,,REQUESTING THE REMOVAL OF ILLEGAL DUMPING OF SOLID DEBRIS LEFT OF 2576 SHADA AVE.,ENVIRONMENTAL ISSUES,ILLEGAL DUMPING OF TRASH/SOLID WASTE
649054,In Progress,,,REPLACE LID ON RECYCLE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-31T15:15:00Z,,REPLACE LID ON RECYCLE CART,RECYCLING,DAMAGED RECYCLING CART
648985,In Progress,,,CALLER STATED THAT HIS 96 GALLON GARBAGE CART IS DAMAGED (LID IS MISSING).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T13:25:00Z,,CALLER STATED THAT HIS 96 GALLON GARBAGE CART IS DAMAGED (LID IS MISSING).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
649122,In Progress,,,CALLER STATED THAT HIS 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T16:23:00Z,,CALLER STATED THAT HIS 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
649012,In Progress,,,96 GAL CART HANDLE IS BROKEN   ADVISED CALLER ON CART DELAYS,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T14:10:00Z,,96 GAL CART HANDLE IS BROKEN   ADVISED CALLER ON CART DELAYS,GARBAGE,DAMAGED GARBAGE CART
648858,In Progress,,,REPLACE LID ON 96 GALLON GARBAGE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T10:29:00Z,,REPLACE LID ON 96 GALLON GARBAGE CART,GARBAGE,DAMAGED GARBAGE CART
648943,In Progress,,,(96 GAL) LID BROKE OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T12:41:00Z,,(96 GAL) LID BROKE OFF,GARBAGE,DAMAGED GARBAGE CART
648826,In Progress,,,V/L HAS JUNK AND DEBRIS ON IT NEED TO BE REMOVED,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-31T09:34:00Z,,V/L HAS JUNK AND DEBRIS ON IT NEED TO BE REMOVED,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
649002,In Progress,,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-31T13:56:00Z,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
649017,In Progress,,,CALLER IS REQUESTING HIS RECYCLING CART.  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-31T14:14:00Z,,CALLER IS REQUESTING HIS RECYCLING CART.  GAVE CALLER ID NUMBER.,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
648906,In Progress,,,CALLER IS REQUESTING HER RECYCLING CART.  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-31T11:37:00Z,,CALLER IS REQUESTING HER RECYCLING CART.  GAVE CALLER ID NUMBER.,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
648833,In Progress,,,"CALLER STATES THAT THERE IS SOMEONE LIVING IN A TANT AT THE BACK PART OF THE LOT AT 254 W MC KINLEY ST. NEXT DOOR TO 260 W MC KINLEY ST. AND ALSO HE IS GOING ALL OF HIS BUSINESS ON THE GROUND ON THE V/L...., GAVE ID#",BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-08-31T09:47:00Z,,"CALLER STATES THAT THERE IS SOMEONE LIVING IN A TANT AT THE BACK PART OF THE LOT AT 254 W MC KINLEY ST. NEXT DOOR TO 260 W MC KINLEY ST. AND ALSO HE IS GOING ALL OF HIS BUSINESS ON THE GROUND ON THE V/L...., GAVE ID#",BUILDING CODE/ZONING VIOLATIONS,ZONING CODE VIOLATION
